idx,type,character,sentence,j-hartmann/emotion-english-distilroberta-base,SamLowe/roberta-base-go_emotion,michellejieli/emotion_text_classifier
1791,speech,MARGARET,"What in five years time at another funeral?
",neutral,curiosity,neutral
1792,speech,ALAN,"Why not, Jessica would be easy enough to nudge down the stairs.
",neutral,neutral,neutral
1793,consigne,,smiles,,,
1794,speech,MARGARET,Yes.,neutral,approval,neutral
1795,speech,MARGARET,I think we need to sort ourselves out before we do anything like that.,neutral,neutral,neutral
1796,speech,MARGARET,I need to get myself right in the head.,anger,neutral,neutral
1797,speech,MARGARET,I was thinking about going to see someone.,joy,neutral,neutral
1798,speech,MARGARET,"What do you think?
",neutral,neutral,neutral
1799,speech,ALAN,I think we need all the help we can get.,neutral,caring,neutral
1800,consigne,,JESSICA enters with coat on carrying a case. She joins them at the table.,,,
1801,speech,JESSICA,Morning.,neutral,neutral,neutral
1802,speech,MARGARET,Morning Jess.,neutral,neutral,neutral
1803,speech,JESSICA,Taxi here yet?,neutral,neutral,neutral
1804,speech,MARGARET,"No not yet, do you want to share?
",neutral,curiosity,neutral
1805,speech,JESSICA,"Sure.
",neutral,approval,neutral
1806,speech,MARGARET,Alan?,surprise,neutral,neutral
1807,speech,ALAN,I'll follow on later.,neutral,neutral,neutral
1808,speech,ALAN,"I just got a call from Mr Cleethorpes, he wants to meet with me.",neutral,neutral,neutral
1809,speech,JESSICA,Hopefully to apologise.,sadness,optimism,sadness
1810,speech,ALAN,Well hopefully not to give me another thump anyway.,neutral,optimism,neutral
1811,consigne,,Pause,,,
1812,speech,ALAN,"MARGARET: Did you ever dream this is how we'd end up?
",surprise,curiosity,surprise
1813,speech,ALAN,"In what way?
",neutral,neutral,neutral
1814,speech,MARGARET,"Well, so unhappy.",sadness,sadness,sadness
1815,speech,JESSICA,I certainly can't imagine we'd have gone through all this nonsense if Edwin had been here.,surprise,disapproval,surprise
1816,speech,JESSICA,"All the tension, all the hate, the bitterness, the resentment just wouldn't have existed with him around.",anger,neutral,anger
1817,speech,MARGARET,"Edwin didn't take those things away, he just covered them up well.",neutral,neutral,neutral
1818,speech,MARGARET,That's probably why we saw them so prominently when we went our separate ways.,neutral,neutral,neutral
1819,speech,MARGARET,"That's probably how we became so unhappy.
",sadness,disappointment,neutral
1820,speech,ALAN,I don't think so.,neutral,disapproval,neutral
1821,speech,ALAN,"We're not unhappy people, we're just not kids anymore.",sadness,neutral,neutral
1822,speech,ALAN,"That life we lived with Edwin meant none of us ever got used to growing up, and I don't think any of us really learned how to do it properly.",neutral,disappointment,neutral
1823,speech,ALAN,"That's why in one way or another none of us knew how to cope.
",neutral,neutral,neutral
1824,speech,JESSICA,That's why I'm leaving Thomas.,sadness,neutral,neutral
1825,speech,JESSICA,I need to learn how to live for myself.,neutral,desire,neutral
1826,speech,JESSICA,"Besides, he deserves someone who will treat him right.",neutral,approval,neutral
1827,speech,JESSICA,I just hope my girls forgive me one day.,neutral,optimism,sadness
1828,consigne,,A car horn sounds.,,,
1829,speech,MARGARET,That's us.,neutral,neutral,neutral
1830,speech,MARGARET,"How about we try and meet up a little more regularly, and under better circumstances.
",neutral,desire,neutral
1831,speech,JESSICA,"I'd like that.
",neutral,love,neutral
1832,speech,ALAN,Me too.,neutral,neutral,neutral
1833,speech,JESSICA,"Goodbye Clifton.
",sadness,neutral,neutral
1834,speech,MARGARET,"Goodbye.
",sadness,neutral,neutral
1835,speech,BARMAN,"Goodbye .
",sadness,neutral,neutral
1836,consigne,,JESSICA and MARGARET kiss ALAN on the cheek and exit.,,,
1837,speech,ALAN,I should think about making a move myself.,fear,neutral,neutral
1838,speech,BARMAN,Care for a drink before you go sir?,fear,curiosity,neutral
1839,speech,ALAN,Please.,neutral,neutral,neutral
1840,consigne,,"BARMAN brings over a glass of whiskey on a tray and puts it on the table. He stands next to ALAN. ALAN reaches into his inside pocket and pulls out a packet of cigarettes, he puts one in his mouth. He looks in several pockets for matches and pulls out a note.",,,
1841,speech,ALAN,What's this?,surprise,curiosity,surprise
1842,consigne,,Removes the cigarette. He reads the note to himself.,,,
1843,speech,ALAN,It's from Trevor.,neutral,neutral,neutral
1844,consigne,,He hands the note to BARMAN who reads it to himself.,,,
1845,speech,BARMAN,"Whatever does it mean sir?
",neutral,confusion,neutral
1846,consigne,,smiles,,,
1847,speech,ALAN,It means the Romans were right.,neutral,approval,neutral
1848,speech,BARMAN,"sir?
",surprise,neutral,neutral
1849,consigne,,ALAN stands and moves over to the door.,,,
1850,speech,BARMAN,"Your drink sir?
",neutral,neutral,neutral
1851,consigne,,ALAN walks back to the table and picks up the glass. He holds it for a few seconds then puts it on BARMAN'S tray.,,,
1852,speech,ALAN,I'm trying to cut down.,anger,neutral,neutral
1853,consigne,,ALAN walks over to the door and exits.,,,
1854,consigne,,Curtain falls.,,,
1855,consigne,,END,,,
